Key,Title,DOI,Abstract Note,DateScreened,Screener,Decision,FullTextView,ExclusionReason,Notes,Correlations
JPPP8JCD,Effect of pulmonary function on bone mineral density in the United States: results from the NHANES 2007-2010 study,10.1007/s00198-023-06727-5,"The relationship between pulmonary function (PF) and bone mineral density (BMD) remains controversial. In the US population, we found a positive association between PF and BMD. Mixed variables such as age, gender, and race may influence this association. INTRODUCTION: Based on the data from the National Health and Nutrition Examination Survey (NHANES) from 2007 to 2010, this study explored whether there is a correlation between PF (1st second forceful expiratory volume as a percentage of expected value (FEV1(% predicted)), (one-second rate (FEV1/FVC)), and bone mineral density. METHODS: We evaluated the relationship between PF and BMD in 6327 NHANES subjects (mean age 44.51 ± 15.64 years) from 2007 to 2010. The bone mineral density of the whole femur was measured by dual-energy X-ray absorptiometry (DXA). After adjusting for a wide range of confounders, we examined the relationship between PF and total femur BMD using a multiple linear regression model. RESULTS: Correction of race, age, alcohol consumption, body mass index (BMI), height, poor income ratio (PIR), total protein, serum calcium, serum uric acid, cholesterol, serum phosphorus, blood urea nitrogen, FEV1(% predicted), and femur BMD were positively correlated (β = 0.032, 95% CI: 0.010-0.054, P = 0.004). FEV1/FVC was positively correlated with spine BMD (β = 0.275 95%CI: 0.102-0.448, P = 0.002). CONCLUSIONS: Our study shows that PF is positively associated with BMD in the US population. A variety of factors such as race and age influence this relationship. the relationship between PF and BMD needs to be further investigated, including specific regulatory mechanisms and confounding factors.",2025-09-21,DB,NA,Yes,NA,NA,NA
47HV2TTQ,B-mode ultrasound assessment of carotid artery structural features in patients with normocalcaemic hyperparathyroidism.,10.5603/EP.a2023.0010,"INTRODUCTION: Normocalcaemic hyperparathyroidism is a condition first defined in 2008, characterized by normal serum calcium and high parathormone levels. Although normocalcaemic hyperparathyroidism is considered to have a milder clinical picture compared to asymptomatic primary hyperparathyroidism, recent studies have shown that it may be associated with osteoporosis, insulin resistance, metabolic syndrome, and cardiovascular risk factors. Considering that normocalcaemic hyperparathyroidism may pose a cardiovascular risk in the setting of carotid atherosclerosis, we sought to examine the structural features of the carotid artery in patients with normocalcaemic hyperparathyroidism compared to a control group. MATERIAL AND METHODS: After excluding patients with hypertension, diabetes, and dyslipidaemia (other factors contributing to atherosclerosis), 37 (32 females, 5 males) patients with normocalcaemic hyperparathyroidism with a mean age of 51.2 ± 8 (min: 32, max: 66) years and 40 controls (31 females, 9 males) with a mean age of 49.3 ± 7.5 (min: 34, max: 64) years with normal serum albumin-corrected calcium and parathyroid hormone levels were included in the study. Structural features of the carotid artery including intima-media thickness (mean and maximum), lumen diameter, and the presence of plaque were assessed using B-mode ultrasound. RESULTS: On ANCOVA analysis corrected for atherosclerotic factors (body mass index, waist circumference, fasting plasma glucose, serum cholesterol, lipid, and blood pressure), greater mean intima-media thickness was found in patients with normocalcaemic hyperparathyroidism than in controls (0.65 mm vs. 0.59 mm, respectively) (p = 0.023). Maximum carotid intima-media thickness was also greater in patients with normocalcaemic hyperparathyroidism compared to controls (0.80 mm vs. 0.75 mm, respectively) (p = 0.044). The study groups did not show a significant difference in lumen diameter and the presence of carotid plaque. In addition, a negative correlation was found between parathormone (PTH) level and lumen diameter. CONCLUSION: The findings of this study show that as with asymptomatic primary hyperparathyroidism, normocalcaemic hyperparathyroidism may be associated with increased cardiovascular risk by predisposing to atherosclerosis.",2025-09-21,DB,NA,Yes,NA,NA,NA
35H4DTAF,Association of serum calcium levels with infarct volume and stroke scores in acute ischemic stroke patients: An observational study,10.22088/cjim.13.4.779,"BACKGROUND: Stroke vastly contributes to death and disability worldwide. Acute ischemic stroke (AIS) is caused by a reduction in supply of blood to the brain. Accumulation of unnecessary intracellular serum calcium in AIS induces the cytotoxic actions that activates enzymes involved in cell death. The present investigation assessed the relationship of total serum calcium level (at admission) and initial diffusion weighted imaging (DWI) infarct volume and correlated with National Institute of Health Stroke Scale (NIHSS) scores. METHODS: A hospital-based observational study was conducted on 74 consecutive patients identified with AIS fulfilling the inclusion criteria. NIHSS scores and serum ionized calcium were calculated in every patient and compared with DWI infarct volume for assessing correlation between these three. Statistical software R Version 4.0.2 and Microsoft Excel were used for statistical analysis. RESULTS: Out of the 74 patients, most of them were in age group of 50-69 years, with a male preponderance (68.9%). A significant association was noticed between diabetes and dyslipidemia with age (P=0.01499). A strong negative correlation was observed between NIHSS scores (at admission & discharge) with ionized calcium, while a strong positive correlation was noticed between stroke scores with infarct volume. A statistically significant negative correlation was recorded between serum calcium (on admission) and infarct size (r=-0.851755, P=0.0001). The mean of NIHSS scores on admission (8.24±5.19) has been remarkably higher when compared with NIHSS scores at discharge (5.25±3.89). CONCLUSION: In patients with AIS examined within 6-24 hours of symptoms onset, serum ionized calcium and volume of infarct on DWI showed inverse association. Serum calcium serves as a marker of severity and acts as prognostic factor in AIS.",2025-09-21,DB,NA,Yes,NA,NA,NA
SEB4US2G,Associations of serum calcium/magnesium ratios with coronary artery disease in diabetes: a cross-sectional study,10.1080/00325481.2022.2133494,"OBJECTIVE: The early detection of coronary artery disease (CAD) in diabetes mellitus is a major clinical difficulty. The purpose of this paper is to find out a convenient and economical index to help to screen for patients with CAD in diabetes mellitus. METHOD: From January 2019 to December 2019, a total of 1028 patients hospitalized in the general department of our hospital have been enrolled in our cross-sectional study, of which 190 were diagnosed with CAD and 314 with diabetes. Differences of various factors between the CAD group and the non-CAD group were analyzed. The receiver operating characteristic (ROC) curve and the area under the curve (AUC) were used to evaluate the efficacy of each factor in predicting CAD. The correlation between calcium/magnesium (Ca/Mg) ratio and the prevalence of CAD in diabetic and non-diabetic people was compared, and the cutoff of Ca/Mg ratio to predict the risk of CAD in diabetic patients was calculated. RESULTS: Logistic regression analysis showed that serum high-density lipoprotein cholesterol, low-density lipoprotein cholesterol, calcium, magnesium, Ca/Mg ratio, hypertension, diabetes, and smoking history were all associated with CAD. Among them, the AUC value of Ca/Mg ratio was the highest of 0.70. Furthermore, in diabetes patients, the AUC value of Ca/Mg ratio to predict the risk of CAD was 0.72, the cutoff was 2.55, the sensitivity was 77.1%, and the specificity was 53.7%. The prevalence rate of CAD was 18.5% below the cutoff, 46.9% higher than the cutoff, and the prevalence rate increased by 153.5%. CONCLUSION: The Ca/Mg ratio is a good predictor of the risk of CAD in diabetes, higher than the cutoff, the prevalence rate was significantly increased.PLA IN LANGUAGE SUMMARYCAD brings great pain and burden to patient. However, CAD is asymptomatic in quiet a few cases of type 2 diabetes until myocardial infarction or sudden cardiac death occurs. In this study, we explored the association between CAD and various serum factor. We found that the Ca/Mg ratio is of excellent value in screening CAD, especially in diabetes. Moreover, we found that the cutoff of Ca/Mg ratio was 2.55 in diabetic population and the prevalence rate of CAD was 18.5% below the cutoff, 46.9% higher than the cutoff. The Ca/Mg ratio will provide good prediction of the risk of CAD and make early detection easier in diabetes.",2025-09-21,DB,NA,Yes,NA,NA,NA
T324QTME,Serum PTH associated with malnutrition determined by bioelectrical impedance technology in chronic kidney disease patients.,10.1155/2022/1222480,"PURPOSE: Chronic malnutrition and cachexia are common in chronic kidney disease (CKD), and importance should be given to these complications because they affect the patient's quality of life and prognosis. This study analyzed the correlation between the serum PTH level, nutritional status, and body composition of patients with CKD. METHODS: CKD patients were enrolled in Center for Kidney Disease, Second Affiliated Hospital of Nanjing Medical University, from December 1, 2016, to November 30, 2020. Bioelectrical impedance technology was applied to estimate the body composition. The characteristics of the body composition were compared among different stages of CKD patients, and then the correlation between PTH and body composition was analyzed. RESULTS: 205 CKD patients were enrolled. Twenty-five patients were in stage 1 or 2 of CKD, 78 patients were in stage 3 or 4, 31 patients were in stage 5 without dialysis (referred to as CKD stage 5A), and 71 patients were in stage 5 with dialysis (referred to as CKD stage 5B). Body composition analysis showed that the patients had a phase angle (PA) of 5.02 ± 1.07°, a percentage of body fat (PBF) of 27.74 ± 8.8%, and a skeletal muscle mass index (SMI) of 7.4 ± 1.34 kg/m2. PBF peaked in the CKD stage 3/4 group and gradually decreased with the progression of CKD. The PA and SMI differed significantly between the CKD stage 1/2 and stage 5B groups. The proportion of low SMI did not differ significantly between the CKD stage 1/2 and stage 3/4 groups, but it was obviously higher in the CKD stage 5A and 5B groups. PTH was significantly correlated with BMI, hemoglobin, albumin, total cholesterol, triglycerides, and SMI. Binary logistic regression of low SMI showed that the odds ratio for PTH levels was greater than the upper limit of the normal range, which was 11.769 (p=0.043, 95% confidence interval: 1.078-128.536), and the model predictive power was 0.986 after correction for age, sex, height, weight, hemoglobin, serum calcium, serum phosphorus, serum total cholesterol, serum triglyceride, and basal metabolic rate. CONCLUSIONS: Bioelectrical impedance analysis might be useful in estimating the nutritional status of CKD patients in terms of fat and muscle parameters. High levels of PTH are an independent risk factor for developing low SMI in CKD patients.",2025-09-21,DB,NA,Yes,NA,NA,NA
UQ2RHSET,Prognosis and risk factors for cardiac valve calcification in Chinese end-stage kidney disease patients on combination therapy with hemodialysis and hemodiafiltration.,10.1080/0886022X.2022.2032742,"BACKGROUND: Cardiac valve calcification (CVC) is an important risk factor for cardiovascular complications. However, limited data are available concerning the prevalence, clinical features and risk factors for CVC in end-stage kidney disease (ESKD) patients. In this study, we aimed to assess these parameters in Chinese ESKD patients receiving combination therapy with hemodialysis and hemodiafiltration. METHODS: We conducted a cross-sectional study on 293 ESKD patients undergoing combination therapy of hemodialysis and hemodiafiltration at the First Affiliated Hospital of Chongqing Medical University from October 2014 to December 2015. CVC was evaluated via echocardiography. RESULTS: ESKD patients with CVC had a higher prevalence of diabetes mellitus, aortic and/or coronary artery calcification, arrhythmia, heart failure and coronary heart disease; increased systolic, diastolic and pulse pressure; longer duration of hemodialysis and hypertension; reduced hemoglobin, albumin and high-density lipoprotein cholesterol levels; and increased serum calcium and calcium-phosphorus product levels compared with those without CVC. Logistic regression analysis showed that increased dialysis duration (p = 0.006, OR = 2.25), serum calcium levels (p = 0.046, OR = 2.04) and pulse pressure (p < 0.001, OR = 3.22), the presence of diabetes (p = 0.037, OR = 1.81) and decreased serum albumin levels (p = 0.047, OR = 0.54) were risk factors for CVC. The correlation analysis indicated a significantly increased CVCs prevalence with an increase prevalence of heart failure, aortic and coronary artery calcification. CONCLUSIONS: CVC represents a common complication and a danger signal for cardiovascular events in ESKD patients undergoing combination therapy of hemodialysis and hemodiafiltration. The presence of diabetes, increased pulse pressure, long dialysis duration, hypoalbuminemia and high serum calcium levels were independent risk factors for CVC.",2025-09-21,DB,NA,Yes,NA,NA,NA
FHASIUXD,The relationship between serum fibroblast growth factor 23 and klotho protein and low bone mineral density in middle-aged and elderly patients with end-stage renal disease.,10.1055/a-2168-5089,"To assess the correlation between serum fibroblast growth factor 23 (FGF-23)/Klotho levels and end-stage renal disease (ESRD) in middle-aged and elderly patients combined with low bone mineral density (BMD). The BMD of the lumbar vertebrae and femoral neck of 87 patients with ESRD was measured using a dual-energy X-ray bone densitometer during hospitalisation and the patients were divided into a normal bone mass group and a low bone mass group. Haemoglobin, albumin, urea nitrogen, uric acid, creatinine, low-density lipoprotein cholesterol, alkaline phosphatase, blood calcium, blood phosphorus and full parathyroid hormone were detected using an automatic biochemical analyser. The levels of serum FGF-23, Klotho and activated vitamin D in the patients with ESRD were measured via an enzyme-linked immunosorbent assay. Older age and decreased serum creatinine levels and serum Klotho levels were associated with low bone mass. There were significantly more men in normal bone mass group (n=49, 74.24%) than in low bone mass group (n=8, 38.10%). The correlation analysis showed that BMD was negatively correlated with age but positively correlated with serum Klotho. The binary logistic regression analysis indicated that old age and the decrease in serum Klotho level were independent risk factors of a low BMD (all p<0.05). In conclusion, serum Klotho is closely related to BMD changes in middle-aged and elderly patients with ESRD. A high Klotho level is a protective factor and is expected to be a marker in reducing bone mineral metabolism disorders and improving the prognosis of patients with ESRD.",2025-09-21,DB,NA,NA,NA,NA,NA
YIQG66EY,"Relationships among body weight, lipids and bone mass in elderly individuals with fractures: A case-control study",10.5312/wjo.v14.i9.720,"BACKGROUND: The prevalence of osteoporosis and low bone mass is steadily rising each year. Low body weight is commonly linked to diminished bone mass and serves as a robust predictor of osteoporosis. Nonetheless, the connection between body mass index (BMI), bone mineral density, and lipid profiles among the elderly remains elusive. AIM: To examine the association between BMI and bone mass, explore the correlation between lipid profiles and bone mass, and delve into the interplay between lipid metabolism and bone health. METHODS: The study included 520 patients aged ≥ 65 years (178 men and 342 women). Age, sex, weight, and height were recorded. Femoral neck bone mineral density and T scores were determined using a dual-energy X-ray absorptiometry scanner. Blood calcium (Ca), phosphorus (P), albumin (ALB), alkaline phosphatase (ALP), aspartate aminotransferase, alanine aminotransferase, triglyceride (TG), total cholesterol (TC), high-density lipoprotein (HDL) and low-density lipoprotein (LDL) levels were measured. Patients were classified by sex (male and female), age (65-79 years and ≥ 80 years), and T score (normal bone mineral density, osteopenia and osteoporosis). RESULTS: Age, sex, BMI, and ALP and TG levels were independent risk factors for osteoporosis. For the 65-79- and ≥ 80-year-old groups, females presented lower T scores than males. Ca, P, ALB, ALP, TC, HDL and LDL levels were significantly different between men and women in the 65-79-year-old group. In addition, BMI and TG levels were significantly decreased in osteoporotic patients compared with patients with normal bone mass. TC levels declined in 65- to 79-year-old male and female osteoporosis patients. In the group of women aged ≥ 80 years, osteoporotic patients showed significantly increased ALP levels. Furthermore, we found positive correlations between BMI and TG levels in the male and female patient groups. However, we found no significant differences in ALB, Ca, P, HDL and LDL levels in osteoporotic patients compared to patients with normal bone mass. CONCLUSION: Osteoporotic patients showed significantly decreased BMI and TG levels compared with those with normal bone mass. BMI showed positive correlations with TG levels in male and female patients. These results indicate correlations between BMI and bone mass and between lipid profiles and bone mass.",2025-09-21,DB,NA,NA,NA,NA,NA
Y6LRMZS6,"Correlation between sedentary activity, physical activity and bone mineral density and fat in America: National Health and Nutrition Examination Survey, 2011-2018",10.1038/s41598-023-35742-z,"We compared the relationship between sedentary activity (SA) and physical activity (PA) with bone mineral density (BMD) and body fat percentage in the United States and found a negative association between SA and BMD and a positive association with body fat percentage. A positive association between PA and BMD and a negative association with body fat percentage. SA and PA are associated with changes in skeletal parameters and body fat percentage, and we aimed to investigate and compare the relationship between SA, PA and bone mineral density (BMD) and body fat percentage in men and women. We assessed the relationship between SA, PA and BMD and body fat percentage in 9787 Americans aged 20-59 years (mean age 38.28 ± 11.39 years) from NHANES 2011-2018. BMD and body fat percentage were measured by dual-energy X-ray bone densitometry (DXA). We used multiple linear regression models to examine the relationships between SA, PA and lumbar spine BMD and total body fat percentage, adjusted for a large number of confounding factors. After adjusting for race/ethnicity, age, alcohol and smoking behavior, body mass index (BMI), total protein, blood calcium, blood uric acid, cholesterol, blood phosphorus, vitamin D, and blood urea nitrogen, SA was negatively associated with lumbar spine BMD (β = - 0.0011 95% CI - 0.0020 to - 0.0002, P = 0.022), and SA was positively associated with total fat percentage (β = PA was positively associated with lumbar BMD (β = 0.0046 95% CI 0.0010 to 0.0082, P = 0.012) and there was a negative association between PA and body fat percentage (β = - 1.177 95% CI - 1.326 to -1.027, P < 0.001). Our results show that physical activity is a key component of maintaining bone health in both men and women and is strongly associated with lower body fat percentages. Sedentary activity is negatively correlated with bone density and is strongly associated with an increase in body fat percentage. Healthcare policy makers should consider reducing sedentary activity and increasing physical activity when preventing osteoporosis and obesity.",2025-09-21,DB,NA,NA,NA,NA,NA
75QTR56S,Serum uric acid concentration in acute pancreatitis is significantly higher than healthy population.,10.1038/s41598-024-69425-0,"Acute pancreatitis (AP) is a common disease caused by a variety of causes. Is uric acid associated with the onset of AP? The objective of this study was to assess whether uric acid concentration in AP patients was higher than that in healthy population, and whether there were associations between uric acid concentration and serological indicators related to AP. A total of 205 AP patients were included in this study. Two hundred and five people who underwent physical examination in our hospital were randomly selected as controls. We analyzed whether there was difference in uric acid concentrations between the two groups. If the difference was statistically significant, the correlations between uric acid concentration and serological indicators in AP patients was further analyzed. There was significant difference in uric acid concentration (P < 0.001) between AP patients and healthy population. Serum uric acid concentration in AP group was significantly higher than that in control group. Two hundred and five AP patients were divided into mild AP group and non-mild AP group. There was no statistically significant difference in uric acid concentration between the two groups (P = 0.176). There was a low linear correlation between serum uric acid concentration and triglyceride level (r = 0.316, P < 0.001). But there was no linear correlation between serum uric acid concentration and hypersensitive C-reactive protein (r = 0.126, P = 0.072), white blood cell (r = 0.192, P = 0.006), albumin (r = 0.183, P = 0.009), total cholesterol concentration (r = 0.133, P = 0.058), fasting blood-glucose (r = 0.133, P = 0.058) and blood calcium (r = 0.155, P = 0.026). Uric acid concentration in patients with AP was significantly higher than healthy population. There was correlation between uric acid concentration and triglyceride in AP patients.",2025-09-21,DB,NA,NA,NA,NA,NA
HB4SVZG2,Serum magnesium level and cardiac valve calcification in hemodialysis patients,10.1186/s12872-023-03662-5,"INTRODUCTION: Cardiac valve calcification is closely related to cardiovascular disease. The aim of this study was to investigate the magnesium level and cardiac valve calcification in hemodialysis patients. METHODS: A cross-sectional study was conducted in 105 maintenance hemodialysis patients with complete follow-up data from June 2020 to May 2021 in Beijing Tsinghua Changgung Hospital, Tsinghua University. Baseline data, including sex, age, primary disease, liver and kidney function, electrolytes and parathyroid hormone, were recorded. According to their echocardiograms, patients were divided into a cardiac valve calcification group and a noncardiac valve calcification group, and the correlations between valve calcification and clinical data were analyzed. RESULTS: Of 105 patients under hemodialysis, 60 (56.6%) were male, with an average age of 62.1 ± 13.5 years and a mean dialysis duration of 58.8 ± 45.4 months. The majority of primary renal diseases were diabetic nephropathy (55, 51.9%). Approximately 64.8% of the 105 maintenance hemodialysis patients had cardiac valve calcification, and 35.2% were in the noncardiac valve calcification group. The independent t test and the chi-square test analysis showed that the cardiac valve calcification group had older age, higher smoking rate, diabetes mellitus, lower extremity arterial occlusion, coronary heart disease, and coronary artery calcification ratio but lower parathyroid hormone, serum calcium, serum magnesium, albumin, prealbumin, and high-density lipoprotein cholesterol levels (P < 0.05). Logistic regression analysis showed that age, diabetes mellitus, coronary artery calcification, lower serum magnesium, lower serum calcium, and lower parathyroid hormone levels were associated with valve calcification. CONCLUSION: The presence of cardiac valve calcification was associated with age, calcium, phosphorus and lower magnesium level. These factors we should pay more attention in clinical practice.",2025-10-23,LJ,Accept,Yes,NA,NA,NA
